battery_id,strategy,strategy_code,model,MAE,RMSE,MaxAE,cycle200_error,cycle200_abs_error,actual_future_slope_per100,predicted_future_slope_per100,trend_sign_match
4,80PER_3_6C,S2,local_linear,0.0008236297769999634,0.0011655804977861207,0.004019900999999937,0.000997656199999919,0.000997656199999919,-0.021088739999999974,-0.01773264500000026,True
4,80PER_3_6C,S2,strategy_template,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,0.009863978699999998,-0.021088739999999974,-0.0,False
4,80PER_3_6C,S2,supervised_ridge,0.0021140299120761606,0.0025284306012633958,0.00566121866237157,0.0036811155884381996,0.0036811155884381996,-0.021088739999999974,-0.012370933228008271,True
4,80PER_3_6C,S2,template_individual,0.0029563171798096446,0.0032503042590631124,0.0066047559393932476,0.003976682844624713,0.003976682844624713,-0.021088739999999974,-0.013848251769255082,True
6,80PER_3_6C,S2,adaptive_ensemble,0.0002564907639896741,0.00033180052928369504,0.0007953247870733371,0.0007953247870733371,0.0007953247870733371,-0.005017300714285237,-0.004723346698565223,True
6,80PER_3_6C,S2,individual_quadratic,0.0002541049820662211,0.00032876567661112776,0.0007392783754927024,0.0007392783754927024,0.0007392783754927024,-0.005017300714285237,-0.00485843346910725,True
6,80PER_3_6C,S2,local_linear,0.0004043861770951973,0.0005101976585334874,0.0013973147380951234,0.0013973147380951234,0.0013973147380951234,-0.005017300714285237,-0.0035399845238095473,True
6,80PER_3_6C,S2,strategy_template,0.022161038560000002,0.022278657418966282,0.02604248490000005,-0.025471185000000007,0.025471185000000007,-0.005017300714285237,-0.020751404000000084,True
6,80PER_3_6C,S2,supervised_ridge,0.0005891691578468716,0.0007210510927860444,0.00147325052780789,-0.000450106796384353,0.000450106796384353,-0.005017300714285237,-0.007248561399225473,True
6,80PER_3_6C,S2,template_individual,0.0029480116675554813,0.0030945311822209573,0.00460692176525046,-0.003943158544624792,0.003943158544624792,-0.005017300714285237,-0.01117628558982564,True
7,4_8C_80PER_4_8C,S3,adaptive_ensemble,0.0009598975165921942,0.0011005169723026732,0.00200485244794113,0.00200485244794113,0.00200485244794113,-0.010193994642857371,-0.006763938026521643,True
