battery_id,strategy,strategy_code,penalty,prior_source,prior_peer_n,prior_d1,prior_d2,fitted_a,fitted_d1,fitted_d2,early_fit_rmse,future_MAE,future_RMSE,future_MaxAE,cycle200_error,selected
17,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,10.0,leave_target_out_policy_parameter_model,4,0.0028528506482058008,0.0009312292312851089,1.0018287184601968,0.0026546648350247357,0.0009020888468740718,0.0014858793944836828,0.00342372523010104,0.0034904908611929045,0.004532960704008437,-0.0034234232973489043,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,0.0,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,0.9996792159686576,2.3782934958461926e-16,0.0011789816899351478,0.0004672698100615125,0.00012800258944013044,0.0001662595361525148,0.0003597720166685914,-8.300189108345624e-05,True
18,5C_67PER_4C_NEWSTRUCTURE,S4,0.01,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,0.9996537551145953,2.553293938607387e-11,0.0011454144416602856,0.0004677850658393322,0.00018435071374680367,0.00021703151051771812,0.000423843290431658,2.5806196888300548e-05,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,0.03,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,0.999675021866243,0.00012895620459623067,0.0010449431207007545,0.0004784384036730905,0.00028349619531094385,0.0003036562116973223,0.0005038495732684334,0.00019104587424756403,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,0.1,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,0.9998250135123817,0.00045700280475061454,0.0009157632402826457,0.0005031999634590579,0.00026460694417682615,0.0002835724305038836,0.0004698932512007259,0.0002016638417499106,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,0.3,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,0.9999890880833305,0.0006926792976738207,0.000897151691415108,0.0005319335947345119,0.00010193086178134748,0.00013287813652102244,0.00029090974591527985,-3.1168377677470716e-05,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,1.0,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,1.0001555780456648,0.0008996135617213174,0.0009103139229598729,0.0005743200690551624,0.00017073347972266896,0.00019782827064792743,0.00034154677968056824,-0.00033119586961727343,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,3.0,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,1.0002413055477157,0.001002055374143069,0.0009211681195736512,0.0006013620116561588,0.0002819372194853087,0.00031384030806617486,0.000493768778864978,-0.000493768778864978,False
18,5C_67PER_4C_NEWSTRUCTURE,S4,10.0,leave_target_out_policy_parameter_model,5,0.0010675042803545227,0.0009289866966414054,1.0002790192105124,0.001046629378172362,0.0009264300132330758,0.0006142645172191801,0.00033876727671384055,0.00036834382082423923,0.0005662506987645921,-0.0005662506987645921,False
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,0.0,leave_target_out_policy_parameter_model,6,0.0008438872170874177,0.0009706861456828329,0.9996466584143178,2.157041537713704e-31,0.0005149877952114114,0.0004277422350678987,0.0002350127895680676,0.000259747478395578,0.0004770159230264026,0.00023220523347211586,True
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,0.01,leave_target_out_policy_parameter_model,6,0.0008438872170874177,0.0009706861456828329,0.99966894079509,8.167847870801246e-11,0.0005443267121380239,0.00042826452299160047,0.0001690614749986308,0.00019727439897718917,0.00038773691291216217,0.00013713178318097707,False
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,0.03,leave_target_out_policy_parameter_model,6,0.0008438872170874177,0.0009706861456828329,0.999705590267268,9.408460585799835e-17,0.0005925802369957008,0.0004311052118087631,9.224035390695829e-05,0.00011111746261589112,0.0002409025160916567,-1.9232680715020045e-05,False
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,0.1,leave_target_out_policy_parameter_model,6,0.0008438872170874177,0.0009706861456828329,0.9997866493171063,4.2450805230224384e-16,0.0006992970450760055,0.0004458539216015382,0.0001933756491184191,0.00021996573178005528,0.0003850044587038193,-0.00036504086319866236,False
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,0.3,leave_target_out_policy_parameter_model,6,0.0008438872170874177,0.0009706861456828329,0.9998789677113237,3.639641474364913e-16,0.0008208355030174151,0.0004755585205372916,0.0004779297822085149,0.0004986210879719024,0.0007588763007467803,-0.0007588763007467803,False
